mjd            flux     error
2457517.353053 0.826557 0.018036
2457517.353114 0.889177 0.0182971
2457517.353176 0.912759 0.0187684
2457517.353238 1.00417 0.0190957
2457517.353300 0.942215 0.019025
2457517.353362 0.830147 0.0183815
2457517.353424 0.696729 0.01781
2457517.353486 0.542105 0.0169155
2457517.353548 0.392897 0.0151959
2457517.353610 0.237972 0.0142285
2457517.353672 -0.126931 0.0127899
2457517.353734 -0.0814955 0.0130674
2457517.353796 0.0522096 0.0136047
2457517.353858 0.219927 0.0145267
2457517.353919 0.456844 0.015277
2457517.353981 0.573271 0.0159076
2457517.354043 0.626697 0.0162094
2457517.354105 0.720309 0.01704
2457517.354167 0.687697 0.017003
2457517.354229 0.71089 0.0166907
2457517.354291 0.705102 0.0165312
2457517.354353 0.618226 0.0158802
2457517.354415 0.67722 0.016502
2457517.354477 0.752076 0.0166323
2457517.354539 0.852738 0.0176362
2457517.354601 0.923717 0.0178209
2457517.354663 0.808092 0.0179592
2457517.354724 0.737885 0.0170438
2457517.354786 0.534392 0.0158322
2457517.354848 0.365829 0.0149436
2457517.354910 0.218985 0.0143733
2457517.354972 0.0381249 0.0138447
2457517.355034 -0.096907 0.0131924
2457517.355096 -0.158969 0.0130572
2457517.355158 -0.0920352 0.0134391
2457517.355220 0.115918 0.0142789
2457517.355282 0.270819 0.0145565
2457517.355344 0.39616 0.0152849
2457517.355406 0.509621 0.0158573
2457517.355468 0.55783 0.0160223
2457517.355529 0.627757 0.0160595
2457517.355591 0.656577 0.015966
2457517.355653 0.581645 0.0155455
2457517.355715 0.560634 0.0157754
2457517.355777 0.625955 0.0162055
2457517.355839 0.756916 0.016795
2457517.355901 0.769406 0.0168492
2457517.355963 0.820257 0.0173548
2457517.356025 0.813228 0.0171223
2457517.356087 0.770487 0.0165447
2457517.356149 0.565037 0.0156343
2457517.356211 0.460325 0.0150816
2457517.356272 0.268571 0.0141883
2457517.356334 0.110531 0.0138794
2457517.356396 -0.0278314 0.0132929
2457517.356458 -0.204625 0.0125932
2457517.356520 -0.0715013 0.0129935
2457517.356582 0.221081 0.014368
2457517.356644 0.449905 0.0151797
2457517.356706 0.560002 0.0161716
2457517.356768 0.660909 0.016903
2457517.356830 0.687213 0.0168259
2457517.356892 0.677923 0.017
2457517.356954 0.666678 0.0168969
2457517.357016 0.566569 0.0166354
2457517.357077 0.535612 0.0162398
2457517.357139 0.71629 0.0171492
2457517.357201 0.813807 0.0177366
2457517.357263 0.936053 0.0181358
2457517.357325 0.941158 0.0182998
2457517.357387 0.955204 0.018661
2457517.357449 0.792209 0.0183352
2457517.357511 0.706465 0.0172707
2457517.357573 0.52282 0.0163474
2457517.357635 0.368262 0.0159584
2457517.357697 0.0298641 0.0138878
2457517.357759 -0.138689 0.0133025
2457517.357821 -0.268998 0.0124209
2457517.357882 0.0223481 0.0135164
2457517.357944 0.278205 0.0145977
2457517.358006 0.541907 0.0158862
2457517.358068 0.763193 0.017369
2457517.358130 0.765441 0.0175163
2457517.358192 0.794829 0.0177537
2457517.358254 0.816925 0.0178534
2457517.358316 0.775192 0.0176907
2457517.358378 0.608341 0.0164823
2457517.358440 0.577454 0.0159554
2457517.358502 0.745027 0.016771
2457517.358564 0.958564 0.0185085
2457517.358626 1.03856 0.0192756
2457517.358687 1.01667 0.019072
2457517.358749 0.945479 0.018485
2457517.358811 0.885416 0.0180078
2457517.358873 0.905111 0.0179623
2457517.358935 0.760823 0.0166399
2457517.358997 0.597156 0.0158056
2457517.359059 0.395307 0.0148181
2457517.359121 0.0936292 0.0134339
2457517.359183 0.0735331 0.0134936
2457517.359245 0.152895 0.0136915
2457517.359307 0.353008 0.0145605
2457517.359369 0.5369 0.0154802
2457517.359431 0.743721 0.0165009
2457517.359492 0.796205 0.0172224
2457517.359554 0.865884 0.0171429
2457517.359616 0.832713 0.0169716
2457517.359678 0.754163 0.0165642
2457517.359740 0.528169 0.0160427
2457517.359802 0.392437 0.0156445
2457517.359864 0.66051 0.0165164
2457517.359926 0.787478 0.0166735
2457517.359988 0.879249 0.0177463
2457517.360050 1.00305 0.0190181
2457517.360112 0.979062 0.0190534
2457517.360174 0.968027 0.0183851
2457517.360236 0.856192 0.0174196
2457517.360297 0.755399 0.0171024
2457517.360359 0.476035 0.0153402
2457517.360421 0.301374 0.0141786
2457517.360483 -0.0187037 0.0128822
2457517.360545 -0.190054 0.0122203
2457517.360607 0.099876 0.0133371
2457517.360669 0.318501 0.0137899
2457517.360731 0.560255 0.0151769
2457517.360793 0.692147 0.0157676
2457517.360855 0.775042 0.0161467
2457517.360917 0.847512 0.0172525
2457517.360979 0.864506 0.0172386
2457517.361040 0.800965 0.0165138
2457517.361102 0.582894 0.0152948
2457517.361164 0.492602 0.015129
2457517.361226 0.658523 0.0161616
2457517.361288 0.864024 0.0172354
2457517.361350 1.06021 0.0182407
2457517.361412 1.10699 0.0191408
2457517.361474 1.11583 0.0191156
2457517.361536 1.04775 0.0190773
2457517.361598 1.03496 0.0187007
2457517.361660 0.794531 0.0172166
2457517.361722 0.578248 0.0155719
2457517.361784 0.343841 0.0144683
2457517.361845 0.0347991 0.0130434
2457517.361907 -0.179652 0.0121531
2457517.361969 -0.0437103 0.0128914
2457517.362031 0.303575 0.0141466
2457517.362093 0.608524 0.0154395
2457517.362155 0.828881 0.0168689
2457517.362217 0.873821 0.0174073
2457517.362279 0.936544 0.0176678
2457517.362341 0.917246 0.0175846
2457517.362403 0.911135 0.0175762
2457517.362465 0.760377 0.0168547
2457517.362527 0.697348 0.0160619
2457517.362589 0.868212 0.0174288
2457517.362650 1.0751 0.0186326
2457517.362712 1.13877 0.0195809
2457517.362774 1.19968 0.0201794
2457517.362836 1.26202 0.0204159
2457517.362898 1.19063 0.019506
2457517.362960 1.14525 0.0197584
2457517.363022 0.942179 0.0180908
2457517.363084 0.662339 0.0166473
2457517.363146 0.440267 0.0153005
2457517.363208 0.142497 0.0139635
2457517.363270 0.0218362 0.0132315
2457517.363332 0.188217 0.0135864
2457517.363394 0.388028 0.0149535
2457517.363455 0.646109 0.0162462
2457517.363517 0.914379 0.01784
2457517.363579 1.01296 0.0185543
2457517.363641 1.00235 0.019036
2457517.363703 0.967299 0.0181193
2457517.363765 0.785046 0.0168896
2457517.363827 0.6688 0.0162301
2457517.363889 0.769291 0.0171764
2457517.363951 0.890056 0.0181031
2457517.364013 1.01196 0.0186898
2457517.364075 1.21161 0.0203016
2457517.364137 1.23276 0.0206139
2457517.364199 1.15703 0.020148
2457517.364260 1.13634 0.0197023
2457517.364322 1.08475 0.0191899
2457517.364384 0.992933 0.0188392
2457517.364446 0.870897 0.0174809
2457517.364508 0.46986 0.0152208
2457517.364570 0.105038 0.0134932
2457517.364632 -0.131524 0.0126056
2457517.364694 0.0689467 0.0132844
2457517.364756 0.365292 0.0144952
2457517.364818 0.730687 0.0163373
2457517.364880 0.912722 0.0180446
2457517.364942 1.03544 0.0191372
2457517.365004 1.0257 0.0188892
2457517.365065 1.01966 0.019122
2457517.365127 0.957006 0.0183178
2457517.365189 0.830926 0.0174488
2457517.365251 0.720646 0.0171288
2457517.365313 0.914452 0.0187861
2457517.365375 1.105 0.019626
2457517.365437 1.18032 0.0206709
2457517.365499 1.27894 0.0222696
2457517.365561 1.24856 0.0219802
2457517.365623 1.22406 0.0208476
2457517.365685 1.11338 0.0200373
2457517.365747 0.995654 0.0189565
2457517.365809 0.798935 0.0176101
2457517.365870 0.553595 0.0159632
2457517.365932 0.365169 0.0153517
2457517.365994 0.23284 0.0141255
2457517.366056 0.275259 0.0143455
2457517.366118 0.440483 0.0152091
2457517.366180 0.723068 0.0164294
2457517.366242 1.00644 0.0184761
2457517.366304 1.01488 0.0192341
2457517.366366 1.11405 0.0195614
2457517.366428 1.13269 0.0199597
2457517.366490 1.00732 0.018524
2457517.366552 0.745122 0.0170426
2457517.366613 0.577275 0.0156005
2457517.366675 0.87704 0.0175397
2457517.366737 1.07688 0.0195016
2457517.366799 1.16687 0.0198717
2457517.366861 1.18256 0.0206513
2457517.366923 1.22762 0.0202346
2457517.366985 1.06626 0.0191569
2457517.367047 0.922413 0.0180263
2457517.367109 0.747804 0.0175547
2457517.367171 0.683329 0.0168109
2457517.367233 0.510491 0.0158268
2457517.367295 0.257184 0.0146485
2457517.367357 0.0727956 0.0135807
2457517.367418 0.195178 0.0142555
2457517.367480 0.405404 0.0154068
2457517.367542 0.56551 0.0167421
2457517.367604 0.839072 0.0189837
2457517.367666 0.988757 0.0195525
2457517.367728 1.0404 0.020471
2457517.367790 1.06313 0.0212103
2457517.367852 1.02079 0.0215257
2457517.367914 0.817097 0.0204308
2457517.367976 0.68087 0.0184316
2457517.368038 0.668805 0.0180835
2457517.368100 0.919801 0.0199311
2457517.368162 1.1289 0.0221276
2457517.368223 1.24717 0.0229079
2457517.368285 1.28359 0.0229164
2457517.368347 1.18706 0.0214354
2457517.368409 1.03324 0.0204143
2457517.368471 0.858938 0.0183592
2457517.368533 0.671935 0.0170736
2457517.368595 0.479648 0.0156619
2457517.368657 0.0363855 0.0136757
2457517.368719 -0.139553 0.0130395
2457517.368781 0.0359848 0.0138836
2457517.368843 0.207593 0.0141386
2457517.368905 0.51887 0.0158655
2457517.368967 0.738247 0.0170574
2457517.369028 0.933282 0.0185691
2457517.369090 0.901217 0.0187328
2457517.369152 0.921771 0.0181325
2457517.369214 0.864718 0.0175968
2457517.369276 0.700754 0.0164098
2457517.369338 0.542721 0.0151975
2457517.369400 0.720735 0.0166233
2457517.369462 0.958026 0.0183543
2457517.369524 1.1446 0.0200393
2457517.369586 1.26745 0.021627
2457517.369648 1.28031 0.0212733
2457517.369710 1.17953 0.0204366
2457517.369772 1.07305 0.019758
2457517.369833 0.96084 0.0187363
2457517.369895 0.714593 0.0172112
2457517.369957 0.440092 0.0153086
2457517.370019 0.253838 0.0139478
2457517.370081 -0.0138532 0.0131126
2457517.370143 0.0365607 0.0132053
2457517.370205 0.190025 0.0139271
2457517.370267 0.479839 0.0153598
2457517.370329 0.756441 0.0164204
2457517.370391 0.973573 0.0181018
2457517.370453 1.03345 0.0183432
2457517.370515 1.08419 0.0186724
2457517.370577 0.989176 0.0180405
2457517.370638 0.845558 0.0177487
2457517.370700 0.775252 0.0180675
2457517.370762 0.820016 0.018066
2457517.370824 1.01253 0.0195126
2457517.370886 1.19227 0.0205818
2457517.370948 1.3668 0.0220618
2457517.371010 1.44601 0.0235079
2457517.371072 1.36148 0.0235274
2457517.371134 1.35222 0.0246862
2457517.371196 1.1689 0.0218662
2457517.371258 0.974628 0.019707
2457517.371320 0.659712 0.0174094
2457517.371381 0.353556 0.0157963
2457517.371443 0.162703 0.0148252
2457517.371505 0.438997 0.0162041
2457517.371567 0.57908 0.0175612
2457517.371629 0.722672 0.0186998
2457517.371691 0.895864 0.0192637
2457517.371753 1.08588 0.0203626
2457517.371815 1.16013 0.0208752
2457517.371877 1.15856 0.02038
2457517.371939 1.08339 0.0196515
2457517.372001 0.910298 0.0182773
2457517.372063 0.749403 0.0171279
2457517.372125 0.767812 0.0169806
2457517.372186 1.02921 0.0189787
2457517.372248 1.17271 0.0201643
2457517.372310 1.29261 0.0212689
2457517.372372 1.37571 0.0223962
2457517.372434 1.48319 0.0233392
2457517.372496 1.3582 0.0219333
2457517.372558 1.20638 0.0202436
2457517.372620 1.03036 0.0183634
2457517.372682 0.754736 0.0169938
2457517.372744 0.485658 0.0152484
2457517.372806 0.350117 0.0145674
2457517.372868 0.153998 0.0136086
2457517.372930 0.246169 0.0140603
2457517.372991 0.579858 0.0157161
2457517.373053 0.967527 0.0181475
2457517.373115 1.08886 0.0194209
2457517.373177 1.19312 0.020469
2457517.373239 1.11284 0.0194616
2457517.373301 1.12719 0.0193252
2457517.373363 0.908848 0.0176362
2457517.373425 0.635152 0.0158048
2457517.373487 0.812565 0.0174585
2457517.373549 1.15508 0.0197845
2457517.373611 1.30143 0.0215486
2457517.373673 1.42906 0.0227971
2457517.373735 1.49432 0.0245498
2457517.373796 1.48811 0.0237522
2457517.373858 1.33164 0.0218055
2457517.373920 1.25166 0.0209853
2457517.373982 1.0146 0.0186487
2457517.374044 0.523293 0.0155984
2457517.374106 0.342333 0.0145072
2457517.374168 0.248648 0.0144621
2457517.374230 0.341977 0.0145545
2457517.374292 0.547273 0.0156537
2457517.374354 0.818564 0.0172959
2457517.374416 0.969938 0.0183003
2457517.374478 1.08932 0.0192218
2457517.374540 1.19843 0.0200025
2457517.374601 1.24039 0.0200258
2457517.374663 1.17182 0.0198801
2457517.374725 0.845277 0.0173586
2457517.374787 0.775317 0.0166777
2457517.374849 0.81192 0.0172918
2457517.374911 1.10031 0.0197672
2457517.374973 1.33859 0.0215542
2457517.375035 1.42413 0.0223856
2457517.375097 1.49775 0.0234755
2457517.375159 1.46744 0.0227596
2457517.375221 1.35922 0.0220516
2457517.375283 1.24499 0.0212724
2457517.375345 1.02811 0.0190625
2457517.375406 0.720381 0.0167247
2457517.375468 0.445763 0.0152998
2457517.375530 0.324735 0.0151816
2457517.375592 0.338936 0.0147543
2457517.375654 0.522587 0.0157662
2457517.375716 0.733587 0.0169018
2457517.375778 0.952387 0.0194372
2457517.375840 1.10114 0.0217509
2457517.375902 1.1741 0.0220155
2457517.375964 1.16577 0.0212503
2457517.376026 1.14163 0.0209119
2457517.376088 0.967318 0.019236
2457517.376149 0.767515 0.0181703
2457517.376211 0.803832 0.0180168
2457517.376273 1.1376 0.02088
2457517.376335 1.31022 0.0226798
2457517.376397 1.41605 0.0250976
2457517.376459 1.48019 0.0248345
2457517.376521 1.42759 0.023742
2457517.376583 1.34712 0.0227688
2457517.376645 1.15398 0.0203695
2457517.376707 0.934657 0.0188741
2457517.376769 0.462571 0.0155232
2457517.376831 0.313071 0.0146324
2457517.376893 0.186155 0.0143203
2457517.376954 0.110076 0.0145387
2457517.377016 0.345185 0.0151624
2457517.377078 0.647669 0.0172029
2457517.377140 0.873884 0.018531
2457517.377202 1.04238 0.0199155
2457517.377264 1.09428 0.0200167
2457517.377326 1.09958 0.0200678
2457517.377388 1.03218 0.0199234
2457517.377450 0.898094 0.0181256
2457517.377512 0.757343 0.0173902
2457517.377574 0.868166 0.0183536
2457517.377636 1.06758 0.0208029
2457517.377698 1.31304 0.022293
2457517.377759 1.4434 0.0239164
2457517.377821 1.51532 0.0257037
2457517.377883 1.51907 0.0257358
2457517.377945 1.34233 0.0223826
2457517.378007 1.24906 0.0212889
2457517.378069 0.939408 0.0200425
2457517.378131 0.612086 0.0172738
2457517.378193 0.463184 0.0164175
2457517.378255 0.32933 0.0158067
2457517.378317 0.255417 0.0152978
2457517.378379 0.499488 0.0168252
2457517.378441 0.70572 0.0172742
2457517.378503 0.964437 0.0193357
2457517.378564 1.15081 0.0216232
2457517.378626 1.18705 0.0219306
2457517.378688 1.10341 0.0202549
2457517.378750 1.08637 0.0200998
2457517.378812 0.928295 0.0186956
2457517.378874 0.805937 0.0177388
2457517.378936 0.802105 0.0178898
2457517.378998 1.01516 0.0195142
2457517.379060 1.3166 0.0234421
2457517.379122 1.35639 0.0245962
2457517.379184 1.54563 0.0274901
2457517.379246 1.44975 0.0253984
2457517.379308 1.33489 0.0239395
2457517.379369 1.24153 0.023467
2457517.379431 0.942681 0.019736
2457517.379493 0.725274 0.0188559
2457517.379555 0.551086 0.0173301
2457517.379617 0.394858 0.0166174
2457517.379679 0.256639 0.0156836
2457517.379741 0.401564 0.016577
2457517.379803 0.69557 0.0185273
2457517.379865 1.0003 0.0214523
2457517.379927 1.13975 0.0230869
2457517.379989 1.20972 0.022835
2457517.380051 1.20665 0.0220779
2457517.380113 1.1531 0.0213162
2457517.380174 0.990383 0.0198805
2457517.380236 0.795331 0.0189289
2457517.380298 0.848322 0.0192881
2457517.380360 1.14014 0.0216033
2457517.380422 1.35217 0.0242089
2457517.380484 1.5689 0.0270548
2457517.380546 1.57808 0.0272802
2457517.380608 1.58108 0.028587
2457517.380670 1.47148 0.0264548
2457517.380732 1.3074 0.024578
2457517.380794 1.17813 0.022775
2457517.380856 0.889807 0.0204683
2457517.380918 0.64846 0.0186237
2457517.380979 0.621718 0.0183904
2457517.381041 0.554654 0.0178089
2457517.381103 0.653665 0.0183188
2457517.381165 0.800395 0.0197552
2457517.381227 1.0093 0.0223758
2457517.381289 1.19066 0.0246982
2457517.381351 1.33544 0.0267775
2457517.381413 1.31253 0.0256356
2457517.381475 1.23997 0.0237779
2457517.381537 1.11374 0.022055
2457517.381599 0.889758 0.0199931
2457517.381661 0.935264 0.02034
2457517.381722 1.1962 0.0247191
2457517.381784 1.44631 0.029573
2457517.381846 1.5683 0.0301349
2457517.381908 1.62297 0.0301794
2457517.381970 1.69084 0.0294259
2457517.382032 1.59357 0.0289915
2457517.382094 1.3913 0.0278276
2457517.382156 1.19652 0.0244044
2457517.382218 0.863654 0.0208296
2457517.382280 0.841827 0.0207733
2457517.382342 0.657705 0.0192118
2457517.382404 0.581001 0.0185127
2457517.382466 0.747024 0.0195916
2457517.382527 1.0357 0.021979
2457517.382589 1.27205 0.0245586
2457517.382651 1.36551 0.0250746
2457517.382713 1.46677 0.0275334
2457517.382775 1.40826 0.0271498
2457517.382837 1.3352 0.0248084
2457517.382899 1.08579 0.0219051
2457517.382961 0.90756 0.0196407
2457517.383023 1.02972 0.021786
2457517.383085 1.29185 0.0242119
2457517.383147 1.52196 0.0279371
2457517.383209 1.64001 0.0286823
2457517.383271 1.72794 0.0308513
2457517.383332 1.73092 0.0310887
2457517.383394 1.57417 0.0291684
2457517.383456 1.39186 0.0260617
2457517.383518 1.19414 0.0234409
2457517.383580 0.910487 0.0202998
2457517.383642 0.77173 0.019041
2457517.383704 0.507146 0.0173798
2457517.383766 0.469994 0.0167752
2457517.383828 0.406684 0.0171877
2457517.383890 0.691771 0.0189486
2457517.383952 1.00724 0.0212839
2457517.384014 1.14249 0.0236062
2457517.384076 1.23915 0.0245081
2457517.384137 1.2913 0.0253461
2457517.384199 1.21412 0.0245339
2457517.384261 1.10921 0.0232048
2457517.384323 0.801408 0.0198636
2457517.384385 0.883486 0.0214911
2457517.384447 1.1058 0.0244722
2457517.384509 1.22866 0.0264679
2457517.384571 1.41981 0.0274956
2457517.384633 1.59224 0.0309451
2457517.384695 1.60722 0.0289188
2457517.384757 1.54548 0.0286239
2457517.384819 1.42628 0.0289545
2457517.384881 1.18867 0.0244826
2457517.384942 0.956011 0.0211135
2457517.385004 0.768951 0.0193862
2457517.385066 0.630302 0.0181808
2457517.385128 0.634107 0.0183271
2457517.385190 0.755804 0.0193053
2457517.385252 1.04018 0.0227634
2457517.385314 1.28288 0.0258186
2457517.385376 1.35207 0.0265689
2457517.385438 1.42894 0.0279553
2457517.385500 1.48972 0.0288707
2457517.385562 1.33211 0.0267161
2457517.385624 1.21639 0.0260846
2457517.385686 1.01347 0.0225917
2457517.385747 0.954404 0.0221012
2457517.385809 1.15578 0.0242944
2457517.385871 1.4342 0.0286231
2457517.385933 1.52579 0.0326101
2457517.385995 1.64824 0.0353029
2457517.386057 1.72646 0.0344386
2457517.386119 1.63656 0.0310021
2457517.386181 1.5199 0.0297413
2457517.386243 1.15384 0.0244013
2457517.386305 0.884704 0.0217186
2457517.386367 0.728177 0.0209284
2457517.386429 0.534737 0.0186028
2457517.386490 0.30691 0.0169018
2457517.386552 0.30724 0.0171578
2457517.386614 0.679852 0.0194618
2457517.386676 0.973738 0.0211375
2457517.386738 1.15404 0.0227645
2457517.386800 1.36728 0.0244848
2457517.386862 1.31379 0.0253132
2457517.386924 1.33199 0.0250386
2457517.386986 1.1792 0.0227828
2457517.387048 0.958181 0.0203292
2457517.387110 0.943095 0.0207757
2457517.387172 1.05413 0.0223581
2457517.387234 1.17115 0.023726
2457517.387295 1.47917 0.0284627
2457517.387357 1.486 0.0313777
2457517.387419 1.61019 0.0323776
2457517.387481 1.59276 0.0318663
2457517.387543 1.53213 0.0296395
2457517.387605 1.2248 0.0239486
2457517.387667 0.887545 0.0206295
2457517.387729 0.815041 0.0198964
2457517.387791 0.718111 0.019875
2457517.387853 0.774051 0.0198671
2457517.387915 0.880157 0.0213174
2457517.387977 0.947584 0.022025
2457517.388039 1.11455 0.0231238
2457517.388100 1.35507 0.0250889
2457517.388162 1.42833 0.0273433
2457517.388224 1.37272 0.02846
2457517.388286 1.40325 0.027156
2457517.388348 1.27378 0.0256386
2457517.388410 1.16144 0.0240162
2457517.388472 1.32332 0.0256615
2457517.388534 1.39092 0.0275512
2457517.388596 1.55911 0.0303683
2457517.388658 1.76599 0.0358476
2457517.388720 1.78592 0.0336469
2457517.388782 1.85361 0.0339093
2457517.388844 1.68297 0.0311499
2457517.388905 1.59163 0.0305251
2457517.388967 1.33855 0.0254853
2457517.389029 1.03279 0.0215423
2457517.389091 0.828865 0.0198746
2457517.389153 0.798873 0.0191661
2457517.389215 0.704886 0.0188994
2457517.389277 0.723719 0.0196059
2457517.389339 0.898188 0.021393
2457517.389401 1.14911 0.0246066
2457517.389463 1.36057 0.0278668
2457517.389525 1.51292 0.0306305
2457517.389587 1.51146 0.0302593
2457517.389649 1.42737 0.02914
2457517.389710 1.2283 0.0244846
2457517.389772 1.11357 0.0234879
2457517.389834 1.18526 0.0251179
2457517.389896 1.31753 0.0264101
2457517.389958 1.42658 0.0290553
2457517.390020 1.6051 0.0317526
2457517.390082 1.75351 0.0347491
2457517.390144 1.72686 0.0332687
2457517.390206 1.6091 0.0335558
2457517.390268 1.48557 0.0330585
2457517.390330 1.41024 0.0293985
2457517.390392 0.961143 0.0236905
2457517.390454 0.925885 0.0240432
2457517.390515 0.682351 0.0201122
2457517.390577 0.435907 0.0187263
2457517.390639 0.587674 0.0183382
2457517.390701 0.839571 0.0210834
2457517.390763 0.924182 0.0225181
2457517.390825 1.29329 0.0268836
2457517.390887 1.37028 0.0291874
2457517.390949 1.38392 0.0282221
2457517.391011 1.39698 0.0274737
2457517.391073 1.17248 0.0241439
2457517.391135 0.931206 0.021285
2457517.391197 0.945696 0.0220369
2457517.391258 1.1377 0.02476
2457517.391320 1.36539 0.0274914
2457517.391382 1.63291 0.0311725
2457517.391444 1.64824 0.031885
2457517.391506 1.7091 0.033371
2457517.391568 1.66058 0.031991
2457517.391630 1.45159 0.0270786
2457517.391692 1.20756 0.0241338
2457517.391754 0.988973 0.022299
2457517.391816 0.753829 0.0194264
2457517.391878 0.546788 0.0180261
2457517.391940 0.496057 0.0177954
2457517.392002 0.609424 0.0192737
2457517.392063 0.881386 0.0217311
2457517.392125 1.11139 0.0229898
2457517.392187 1.31248 0.0254167
2457517.392249 1.4517 0.0279763
2457517.392311 1.42537 0.0271165
2457517.392373 1.28183 0.0259956
2457517.392435 1.14635 0.0228712
2457517.392497 0.903859 0.0204797
2457517.392559 0.883986 0.021106
2457517.392621 1.02592 0.0241437
2457517.392683 1.42551 0.0270457
2457517.392745 1.59777 0.0305631
2457517.392807 1.68616 0.03282
2457517.392868 1.82419 0.0378324
2457517.392930 1.63105 0.0297446
2457517.392992 1.37896 0.0267829
2457517.393054 1.30024 0.0250821
2457517.393116 0.927664 0.0211264
2457517.393178 0.864662 0.0199975
2457517.393240 0.791894 0.0196716
2457517.393302 0.797001 0.0207457
2457517.393364 0.830889 0.0218656
2457517.393426 0.78684 0.0207961
2457517.393488 0.926231 0.0225841
2457517.393550 1.12939 0.0229949
2457517.393612 1.44026 0.0281126
2457517.393673 1.54812 0.028989
2457517.393735 1.44268 0.0285002
2457517.393797 1.24721 0.0246152
2457517.393859 0.913953 0.0207012
2457517.393921 0.809265 0.0202312
2457517.393983 0.980417 0.0226765
2457517.394045 1.32961 0.0263076
2457517.394107 1.55431 0.0320468
2457517.394169 1.77258 0.0349759
2457517.394231 1.81118 0.0362313
2457517.394293 1.78855 0.0343155
2457517.394355 1.62321 0.0314526
2457517.394417 1.56531 0.0300687
2457517.394478 1.26682 0.0241677
2457517.394540 1.08405 0.022809
2457517.394602 0.844385 0.0204981
2457517.394664 0.860318 0.0203483
2457517.394726 1.0256 0.0219067
2457517.394788 1.07363 0.0237523
2457517.394850 1.13325 0.0241702
2457517.394912 1.23245 0.0252597
2457517.394974 1.55012 0.0281251
2457517.395036 1.63266 0.0294648
2457517.395098 1.54823 0.0290917
2457517.395160 1.42114 0.0283624
2457517.395222 1.08843 0.0232337
2457517.395283 1.05306 0.0227132
2457517.395345 1.13229 0.0232494
2457517.395407 1.30854 0.0259988
2457517.395469 1.60955 0.0306058
2457517.395531 1.68691 0.0350463
2457517.395593 1.81114 0.0362723
2457517.395655 1.80315 0.0373485
2457517.395717 1.90517 0.0366049
2457517.395779 1.75154 0.0353085
2457517.395841 1.42017 0.0300385
2457517.395903 1.05486 0.0224866
2457517.395965 0.87668 0.0202582
2457517.396027 0.624084 0.0181427
2457517.396088 0.803404 0.0202942
2457517.396150 0.956354 0.0222591
2457517.396212 1.15798 0.0241808
2457517.396274 1.30257 0.0274561
2457517.396336 1.4837 0.0282054
2457517.396398 1.69526 0.0323097
2457517.396460 1.55559 0.0325035
2457517.396522 1.48351 0.0289649
2457517.396584 1.19662 0.02363
2457517.396646 1.07637 0.0234594
2457517.396708 1.24576 0.0250895
2457517.396770 1.43998 0.0286628
2457517.396831 1.6782 0.0301313
2457517.396893 1.81779 0.0344254
2457517.396955 1.86921 0.0343611
2457517.397017 1.85555 0.0324124
2457517.397079 1.57438 0.027827
2457517.397141 1.33449 0.0249836
2457517.397203 1.1475 0.0221444
2457517.397265 0.979311 0.0224193
2457517.397327 0.730385 0.0204458
2457517.397389 0.63266 0.0187808
2457517.397451 0.553114 0.0180765
2457517.397513 0.702258 0.0198638
2457517.397575 1.06441 0.0239113
2457517.397636 1.17367 0.026213
2457517.397698 1.45378 0.0292814
2457517.397760 1.53721 0.0332269
2457517.397822 1.61419 0.0337355
2457517.397884 1.49658 0.0276845
2457517.397946 1.31744 0.0234737
2457517.398008 1.06894 0.0215249
2457517.398070 1.18786 0.0226039
2457517.398132 1.40464 0.0249992
2457517.398194 1.64033 0.02807
2457517.398256 1.75592 0.0311125
2457517.398318 1.79968 0.0311538
2457517.398380 1.78782 0.0317185
2457517.398441 1.70237 0.0303394
2457517.398503 1.58148 0.0279968
2457517.398565 1.42396 0.0261421
2457517.398627 1.08254 0.0218341
2457517.398689 0.812588 0.0196592
2457517.398751 0.748732 0.0190225
2457517.398813 0.660803 0.0189983
2457517.398875 0.734279 0.0195537
2457517.398937 0.939279 0.0212372
2457517.398999 1.17117 0.0235971
2457517.399061 1.3866 0.0257385
2457517.399123 1.48263 0.0282284
2457517.399185 1.54476 0.0282481
2457517.399246 1.43745 0.0256046
2457517.399308 1.33325 0.0256653
2457517.399370 1.08211 0.0214326
2457517.399432 1.07954 0.0217036
2457517.399494 1.21174 0.022319
2457517.399556 1.49115 0.0253629
2457517.399618 1.50775 0.0256976
2457517.399680 1.61248 0.0284544
2457517.399742 1.55718 0.027679
2457517.399804 1.54113 0.0274713
2457517.399866 1.41685 0.0254479
2457517.399928 1.40202 0.0251209
2457517.399990 1.16301 0.0222004
2457517.400051 0.851643 0.0193801
2457517.400113 0.703376 0.0189553
2457517.400175 0.59375 0.0177206
2457517.400237 0.650095 0.0180184
2457517.400299 0.869807 0.0198162
2457517.400361 1.01323 0.0203948
2457517.400423 1.27593 0.0230239
2457517.400485 1.43305 0.0261485
2457517.400547 1.31779 0.0240839
2457517.400609 1.31732 0.0234172
2457517.400671 1.22983 0.0221508
2457517.400733 1.0459 0.0200536
2457517.400795 1.11176 0.0213829
2457517.400856 1.30304 0.0236027
2457517.400918 1.55369 0.0270424
2457517.400980 1.7415 0.0288719
2457517.401042 1.8018 0.0309361
2457517.401104 1.80736 0.0315442
2457517.401166 1.82881 0.0320766
2457517.401228 1.55088 0.0299014
